week,date,revenue,tv_spend,search_spend,social_spend,display_spend,email_spend,demand
0,2021-01-04,401.5966860493843,30.948514930656685,12.989903564159055,14.35401675056479,7.877714446430811,4.816509423880305,-0.3857730314456497
1,2021-01-11,421.3960350031548,32.27005167003082,13.233479141128933,24.83826850632314,11.518321047355155,8.533139851174646,-0.4034171225523968
2,2021-01-18,512.8051254718376,34.96140039686992,21.428915005407973,10.369072023482149,13.687491926767354,7.553851103252478,-0.17997480181533276
3,2021-01-25,512.2814473474652,28.66606536468542,15.59359092179891,21.005642751857078,6.683969194280272,5.906198257606458,-0.39865167315894784
4,2021-02-01,580.7023867460599,38.949083413197584,34.146489110498976,26.3489266475347,12.79571692719124,4.7241015629948295,0.2897066144852519
5,2021-02-08,580.2679863537751,38.27219171737913,20.892055360122132,15.43822416355245,12.009781535242212,5.357585842179642,0.28684081076932316
6,2021-02-15,555.7540380598398,22.745022593629116,25.63543256372691,28.38762542122581,13.13453470693153,6.135661700212535,0.04205399415133519
7,2021-02-22,645.1190455243851,42.29998707914226,26.469691646223488,25.552016474443736,13.02758327173054,6.3204957292202195,0.4270109247018718
8,2021-03-01,608.4777840016078,22.201150842286477,26.651922835856784,23.584037493289323,7.913121367569205,5.967895102301004,0.1761457291038319
9,2021-03-08,569.0412932694717,21.141531876919824,14.643502921710017,16.457121925890824,7.700624684684157,5.765104587600351,-0.3219818415836651
10,2021-03-15,594.9111511211415,41.099121459400635,21.09213350890106,17.590385031012953,12.355656168759515,5.740895686839746,0.10939163279626504
11,2021-03-22,589.3094289299662,30.182765832413583,15.422538052821245,15.20004095979583,13.970142484847482,3.69235833703759,-0.3843375448202411
12,2021-03-29,651.6725868992561,45.85436988231338,18.722428936820574,21.493705670003713,5.666892772159958,5.374024721221251,0.28077550470468376
13,2021-04-05,614.2869606322946,27.469022329754967,22.616974323538617,23.941093746015703,12.906600428472041,7.334924822158941,-0.05033206909270098
14,2021-04-12,575.6747490406445,21.135857397812032,22.12969559865711,18.35650227972964,15.314402488307936,3.9151059325396496,-0.08239713560384254
15,2021-04-19,518.6356852928118,25.463862210083807,19.93530313450346,12.94851668567036,11.00884699331686,5.582356348153354,-0.23599982208624626
16,2021-04-26,628.1598044393787,38.30879702068595,37.16954254582859,25.155383918072303,15.059149327701666,5.010444019323999,0.491008549850689
17,2021-05-03,578.9204173596544,30.961325937287594,27.73341675701282,22.342086306737823,9.949336753240948,6.185250151091998,0.029507955490469827
18,2021-05-10,527.6416564618576,37.424355445616264,17.800217573570777,20.757295489073083,11.571885821620253,5.400736317177623,-0.0301612968988992
19,2021-05-17,567.6492668678097,27.8841791384885,22.304728875345315,21.56828069679499,7.184759594313108,8.243385172134257,0.03316594068949713
20,2021-05-24,566.6035053995549,38.534726064019885,21.217123205485155,18.812417691865843,5.360176706467481,7.022349330001728,0.38093465435930113
21,2021-05-31,559.4707346070894,26.792953205157797,24.54414380223526,15.264711803112736,15.844837367579219,4.168219426917758,0.33153193573492534
22,2021-06-07,584.8469349937075,38.638756258802005,20.852666831225534,15.608018989400035,9.682099214830057,7.249406268776495,0.34032468810532074
23,2021-06-14,647.776692447911,34.587422228442335,33.93812292931147,11.693556408458962,11.32395614424513,4.992643263959417,0.3145947765555412
24,2021-06-21,711.0565058164045,36.7352758818442,36.937849396551556,24.807851902277676,9.344777999939353,5.605397755718168,0.8774649072548447
25,2021-06-28,626.6426693506971,26.646034601821007,17.41047700800295,16.91132231742421,7.559044945947345,6.382246801517281,-0.13768504826074746
26,2021-07-05,644.7130843150579,25.153770341680623,21.769630703429623,14.667953174602031,10.823182419824699,5.1099574058040345,-0.29392112521537195
27,2021-07-12,532.4651265179641,21.950811636515557,6.577846084809254,3.985436485147916,8.790118289715743,6.9468585852900055,-0.5495169736816703
28,2021-07-19,596.5279740514773,38.73675669442704,8.802614718438242,11.663021626007334,12.616990090237927,4.742067854773264,-0.20076668871806347
29,2021-07-26,663.8694436280435,26.71056450698238,21.185573267228925,21.65990769904639,12.817327488575367,4.96795405260824,-0.20644343956215871
30,2021-08-02,568.5686967377089,19.161524180156444,12.074981197220014,11.575165577252637,10.901104810559508,4.599381238059155,-0.8660010305502455
31,2021-08-09,508.7331560515385,8.359085362048209,9.477331140094286,13.103843388803407,9.714883760988211,4.502815518136187,-1.3459319172639985
32,2021-08-16,419.13126247327676,11.783670344327916,5.253557821895361,7.360921333693651,12.256802814852122,6.546215937258814,-1.5565995355254267
33,2021-08-23,461.16416666545985,16.19777904076788,9.512506481510473,16.92799420161299,6.880347171488084,6.1403313806758595,-1.2288325112711909
34,2021-08-30,442.55938103982095,13.493462844132551,13.052527880041229,11.442110522753477,8.966340811845582,7.454920379156403,-1.3880004835244042
35,2021-09-06,338.63502073614495,19.05257174105888,9.071699142106144,11.839151486148104,11.114691063048085,7.9875052130118895,-1.6298719474502317
36,2021-09-13,336.0085450877015,10.681463455273981,5.5438785287135435,14.678973566670228,10.156118017516949,3.571625222530637,-2.207648702764554
37,2021-09-20,251.800017053749,15.99052312290487,5.419790386971858,13.696038374542782,5.20307010692527,5.00769923859621,-1.9823450614441904
38,2021-09-27,264.6824512748514,11.913870524083297,5.162869988959102,8.894573557342197,7.292198163946147,3.438897416815446,-2.0839758992692903
39,2021-10-04,280.52982994479567,11.964535610772971,2.7144949399149545,8.25851894936424,10.642185866269402,3.932950126338378,-2.061998795539124
40,2021-10-11,295.888930926626,13.104091605567746,7.255102216251762,9.652898084648353,9.446718334906521,4.224687779463005,-1.7940800869074331
